Wall time,Step,Value
1701717682.9666584,0,0.6758350133895874
1701717921.0462337,1,0.7926036715507507
1701718160.3654687,2,0.8635497093200684
1701718398.303112,3,0.8830929398536682
1701718635.5594962,4,0.8948746919631958
1701718870.3445342,5,0.900996744632721
1701719104.9836974,6,0.9060889482498169
1701719342.54693,7,0.9097352027893066
1701719575.8379774,8,0.9138368368148804
1701719811.8853524,9,0.9176287651062012
1701720046.6520607,10,0.9195879697799683
1701720281.9470384,11,0.9221471548080444
1701720520.74828,12,0.9235594868659973
1701720756.0913048,13,0.9268561005592346
1701720992.2305362,14,0.9280662536621094
1701721227.983053,15,0.9310182929039001
1701721464.2051775,16,0.9325951933860779
1701721699.8928466,17,0.9346296191215515
1701721932.099753,18,0.9351291656494141
1701722167.4892545,19,0.9370838403701782
