Wall time,Step,Value
1701110009.3633757,99,0.0
1701110013.7904773,199,0.10000000149011612
1701110018.325573,299,0.0
1701110022.6901922,399,0.0
1701110027.1278696,499,0.10000000149011612
1701110031.5058162,599,0.20000000298023224
1701110035.903962,699,0.5
1701110040.3397117,799,0.10000000149011612
1701110044.7704828,899,0.4000000059604645
1701110049.8492115,999,0.10000000149011612
1701110054.07526,1099,0.10000000149011612
1701110058.3914154,1199,0.20000000298023224
1701110062.9384155,1299,0.20000000298023224
1701110067.53193,1399,0.20000000298023224
1701110071.8604884,1499,0.30000001192092896
1701110779.2581758,99,0.0
1701110783.5930557,199,0.10000000149011612
1701110787.8744276,299,0.20000000298023224
1701110792.1209378,399,0.20000000298023224
1701110796.3512704,499,0.0
1701110800.664073,599,0.10000000149011612
1701110805.0674846,699,0.4000000059604645
1701110809.2750916,799,0.10000000149011612
1701110813.4936638,899,0.20000000298023224
1701110817.793684,999,0.30000001192092896
1701110822.0490396,1099,0.0
1701110826.3568552,1199,0.20000000298023224
1701110830.6968074,1299,0.0
1701110835.1021972,1399,0.6000000238418579
1701110839.2359917,1499,0.30000001192092896
1701111237.694524,99,0.20000000298023224
1701111241.8379,199,0.10000000149011612
1701111245.9996297,299,0.10000000149011612
1701111250.249585,399,0.20000000298023224
1701111254.4978952,499,0.20000000298023224
1701111258.752748,599,0.20000000298023224
1701111263.0601554,699,0.10000000149011612
1701111267.326449,799,0.20000000298023224
1701111271.6474948,899,0.0
1701111275.9459615,999,0.0
1701111280.1814759,1099,0.10000000149011612
1701111284.4836435,1199,0.30000001192092896
1701111288.7798688,1299,0.10000000149011612
1701111293.180944,1399,0.0
1701111297.3434525,1499,0.4000000059604645
1701111311.1897745,1599,0.5
1701111314.9328814,1699,0.20000000298023224
1701111318.9586134,1799,0.10000000149011612
1701111323.0757093,1899,0.30000001192092896
1701111327.0869882,1999,0.20000000298023224
1701111331.2120357,2099,0.20000000298023224
1701111335.300668,2199,0.10000000149011612
1701111339.4089212,2299,0.10000000149011612
1701111343.5648592,2399,0.10000000149011612
1701111347.8313382,2499,0.10000000149011612
1701111352.0589945,2599,0.4000000059604645
1701111356.2447686,2699,0.10000000149011612
1701111360.555336,2799,0.0
1701111364.6991625,2899,0.20000000298023224
1701111368.9586098,2999,0.20000000298023224
1701111382.2592008,3099,0.0
1701111386.363541,3199,0.30000001192092896
1701111390.486122,3299,0.10000000149011612
1701111394.5177007,3399,0.20000000298023224
1701111398.5814936,3499,0.30000001192092896
1701111402.7356076,3599,0.30000001192092896
1701111406.833851,3699,0.20000000298023224
1701111411.0574462,3799,0.0
1701111415.2352748,3899,0.10000000149011612
1701111419.601367,3999,0.20000000298023224
1701111423.623727,4099,0.20000000298023224
1701111427.834676,4199,0.20000000298023224
1701111432.0878267,4299,0.10000000149011612
1701111436.2722802,4399,0.0
1701111440.558346,4499,0.5
1701111444.2693248,4599,0.6000000238418579
1701111458.4050286,4699,0.10000000149011612
1701111462.1878617,4799,0.30000001192092896
1701111466.2560303,4899,0.10000000149011612
1701111470.4362502,4999,0.30000001192092896
1701111474.5516014,5099,0.20000000298023224
1701111478.634511,5199,0.20000000298023224
1701111482.7187529,5299,0.4000000059604645
1701111486.9363978,5399,0.0
1701111491.102338,5499,0.10000000149011612
1701111495.2650275,5599,0.30000001192092896
1701111499.5013666,5699,0.20000000298023224
1701111503.6782928,5799,0.20000000298023224
1701111507.9587576,5899,0.20000000298023224
1701111512.1504261,5999,0.30000001192092896
1701111516.4406564,6099,0.30000001192092896
1701111530.3389633,6199,0.20000000298023224
1701111533.9127898,6299,0.0
1701111537.9029872,6399,0.10000000149011612
1701111541.9881833,6499,0.30000001192092896
1701111546.129549,6599,0.10000000149011612
1701111550.3494334,6699,0.30000001192092896
1701111554.3588812,6799,0.30000001192092896
1701111558.6252158,6899,0.20000000298023224
1701111562.7989151,6999,0.20000000298023224
1701111566.8576217,7099,0.10000000149011612
1701111571.1145852,7199,0.5
1701111575.3212438,7299,0.20000000298023224
1701111579.5884502,7399,0.10000000149011612
1701111583.7880487,7499,0.10000000149011612
1701111588.0236566,7599,0.5
1701111591.369809,7699,0.10000000149011612
1701111605.834018,7799,0.30000001192092896
1701111609.9358897,7899,0.20000000298023224
1701111614.0926976,7999,0.20000000298023224
1701111618.38239,8099,0.20000000298023224
1701111622.647111,8199,0.20000000298023224
1701111627.0521684,8299,0.4000000059604645
1701111631.4308589,8399,0.30000001192092896
1701111635.8641148,8499,0.20000000298023224
1701111640.5038545,8599,0.30000001192092896
1701111644.945863,8699,0.30000001192092896
1701111649.4996672,8799,0.10000000149011612
1701111653.9049594,8899,0.20000000298023224
1701111658.4272919,8999,0.30000001192092896
1701111662.9254205,9099,0.10000000149011612
1701111667.4441252,9199,0.10000000149011612
1701111682.914303,9299,0.10000000149011612
1701111687.1274636,9399,0.30000001192092896
1701111691.5404592,9499,0.20000000298023224
1701111695.8801587,9599,0.10000000149011612
1701111700.4159193,9699,0.30000001192092896
1701111704.7917237,9799,0.20000000298023224
1701111709.2040899,9899,0.4000000059604645
1701111713.7559543,9999,0.30000001192092896
1701111718.1863513,10099,0.10000000149011612
1701111722.6876857,10199,0.10000000149011612
1701111727.2492125,10299,0.5
1701111731.773036,10399,0.20000000298023224
1701111736.2327933,10499,0.4000000059604645
1701111740.745613,10599,0.0
1701111745.2324226,10699,0.30000001192092896
1701111760.7515001,10799,0.4000000059604645
1701111764.703949,10899,0.10000000149011612
1701111769.0998392,10999,0.4000000059604645
1701111773.653057,11099,0.20000000298023224
1701111778.0889113,11199,0.0
1701111782.6184473,11299,0.30000001192092896
1701111787.2385707,11399,0.30000001192092896
1701111791.6577656,11499,0.20000000298023224
1701111796.1917996,11599,0.5
1701111800.7217307,11699,0.30000001192092896
1701111805.280513,11799,0.20000000298023224
1701111809.7219918,11899,0.10000000149011612
1701111814.1463814,11999,0.30000001192092896
1701111818.6270921,12099,0.4000000059604645
1701111823.0116234,12199,0.30000001192092896
1701111827.2659612,12299,0.10000000149011612
1701111841.7191875,12399,0.20000000298023224
1701111845.6325076,12499,0.30000001192092896
1701111849.730432,12599,0.4000000059604645
1701111853.8706956,12699,0.10000000149011612
1701111858.1752126,12799,0.30000001192092896
1701111862.3618598,12899,0.30000001192092896
1701111866.7184982,12999,0.20000000298023224
1701111871.0552847,13099,0.10000000149011612
1701111875.3215725,13199,0.30000001192092896
1701111879.7986028,13299,0.30000001192092896
1701111884.1883094,13399,0.10000000149011612
1701111888.5968742,13499,0.30000001192092896
1701111893.1019912,13599,0.20000000298023224
1701111897.4939213,13699,0.30000001192092896
1701111901.9174864,13799,0.4000000059604645
1701111917.3478708,13899,0.30000001192092896
1701111921.3060057,13999,0.20000000298023224
1701111925.7496734,14099,0.30000001192092896
1701111930.217818,14199,0.20000000298023224
1701111934.5289538,14299,0.20000000298023224
1701111938.8853028,14399,0.30000001192092896
1701111943.3331254,14499,0.4000000059604645
1701111947.6935408,14599,0.0
1701111952.1257672,14699,0.0
1701111956.5692818,14799,0.20000000298023224
1701111961.111031,14899,0.10000000149011612
1701111965.609161,14999,0.699999988079071
1701111970.108974,15099,0.20000000298023224
1701111974.6963873,15199,0.10000000149011612
1701111979.211554,15299,0.30000001192092896
1701111983.0539436,15399,0.30000001192092896
1701111998.637679,15499,0.10000000149011612
1701112003.144083,15599,0.4000000059604645
1701112007.5403767,15699,0.4000000059604645
1701112012.0005498,15799,0.0
1701112016.3962584,15899,0.30000001192092896
1701112020.9430892,15999,0.4000000059604645
1701112025.501152,16099,0.10000000149011612
1701112029.9994383,16199,0.30000001192092896
1701112034.4635346,16299,0.10000000149011612
1701112038.938401,16399,0.30000001192092896
1701112043.4016242,16499,0.10000000149011612
1701112047.862317,16599,0.20000000298023224
1701112052.4117835,16699,0.4000000059604645
1701112056.9305997,16799,0.4000000059604645
1701112061.4541245,16899,0.30000001192092896
1701112076.8531153,16999,0.30000001192092896
1701112081.0310059,17099,0.30000001192092896
1701112085.3950748,17199,0.10000000149011612
1701112089.7721872,17299,0.20000000298023224
1701112094.251567,17399,0.20000000298023224
1701112098.6986406,17499,0.10000000149011612
1701112103.292825,17599,0.10000000149011612
1701112107.662544,17699,0.5
1701112112.0914218,17799,0.30000001192092896
1701112116.6750484,17899,0.4000000059604645
1701112121.1374178,17999,0.5
1701112125.7371862,18099,0.4000000059604645
1701112130.2248297,18199,0.10000000149011612
1701112134.7809396,18299,0.20000000298023224
1701112139.3665204,18399,0.4000000059604645
1701112142.8609679,18499,0.0
1701112158.9149563,18599,0.10000000149011612
1701112163.3113506,18699,0.4000000059604645
1701112167.7935207,18799,0.10000000149011612
1701112172.2239513,18899,0.0
1701112176.659181,18999,0.20000000298023224
1701112181.217297,19099,0.30000001192092896
1701112185.8202214,19199,0.20000000298023224
1701112190.2661679,19299,0.10000000149011612
1701112194.7666736,19399,0.0
1701112199.2216394,19499,0.5
1701112203.67219,19599,0.0
1701112208.2530513,19699,0.10000000149011612
1701112212.7459872,19799,0.20000000298023224
1701112217.3032606,19899,0.10000000149011612
1701112221.829917,19999,0.30000001192092896
1701112237.1442268,20099,0.4000000059604645
1701112241.4189525,20199,0.10000000149011612
1701112245.8031929,20299,0.20000000298023224
1701112250.3453739,20399,0.6000000238418579
1701112254.380212,20499,0.20000000298023224
1701112259.2652326,20599,0.10000000149011612
1701112263.6814659,20699,0.4000000059604645
1701112268.1483715,20799,0.30000001192092896
1701112272.7776132,20899,0.4000000059604645
1701112277.3265886,20999,0.0
1701112281.7763689,21099,0.20000000298023224
1701112286.2421744,21199,0.4000000059604645
1701112290.7749178,21299,0.20000000298023224
1701112295.33816,21399,0.4000000059604645
1701112299.9464064,21499,0.10000000149011612
1701112315.4991138,21599,0.10000000149011612
1701112319.5762815,21699,0.4000000059604645
1701112323.972345,21799,0.30000001192092896
1701112328.2451377,21899,0.5
1701112332.6252692,21999,0.30000001192092896
1701112336.9787395,22099,0.10000000149011612
1701112341.519265,22199,0.5
1701112345.9179027,22299,0.20000000298023224
1701112350.2792423,22399,0.30000001192092896
1701112354.7741163,22499,0.10000000149011612
1701112359.0927365,22599,0.10000000149011612
1701112363.626996,22699,0.30000001192092896
1701112368.0858893,22799,0.20000000298023224
1701112372.607579,22899,0.6000000238418579
1701112377.1633303,22999,0.30000001192092896
1701112381.3034766,23099,0.20000000298023224
1701112396.8684022,23199,0.10000000149011612
1701112401.1999533,23299,0.30000001192092896
1701112405.5620742,23399,0.6000000238418579
1701112409.9987707,23499,0.5
1701112414.3917916,23599,0.20000000298023224
1701112418.975447,23699,0.4000000059604645
1701112423.5120442,23799,0.10000000149011612
1701112428.024687,23899,0.20000000298023224
1701112432.5685642,23999,0.10000000149011612
1701112437.0119135,24099,0.30000001192092896
1701112441.5679548,24199,0.30000001192092896
1701112445.9940023,24299,0.30000001192092896
1701112450.5683904,24399,0.10000000149011612
1701112455.1945958,24499,0.30000001192092896
1701112459.6787543,24599,0.20000000298023224
1701112475.2923684,24699,0.20000000298023224
1701112479.3047996,24799,0.0
1701112483.667333,24899,0.20000000298023224
1701112488.0602417,24999,0.4000000059604645
1701112492.487807,25099,0.10000000149011612
1701112496.9485154,25199,0.4000000059604645
1701112501.5319002,25299,0.10000000149011612
1701112505.9752054,25399,0.10000000149011612
1701112510.4905884,25499,0.20000000298023224
1701112514.9468608,25599,0.4000000059604645
1701112519.5018198,25699,0.10000000149011612
1701112523.9786773,25799,0.0
1701112528.4901404,25899,0.10000000149011612
1701112533.021564,25999,0.20000000298023224
1701112537.4318602,26099,0.30000001192092896
1701112541.2502253,26199,0.30000001192092896
1701112557.498534,26299,0.10000000149011612
1701112561.7764852,26399,0.10000000149011612
1701112566.2387788,26499,0.30000001192092896
1701112570.693037,26599,0.20000000298023224
1701112575.2022493,26699,0.4000000059604645
1701112579.6933212,26799,0.4000000059604645
1701112584.1157956,26899,0.4000000059604645
1701112588.6691947,26999,0.10000000149011612
1701112593.2029986,27099,0.20000000298023224
1701112597.7298367,27199,0.20000000298023224
1701112602.2539828,27299,0.20000000298023224
1701112606.8258674,27399,0.20000000298023224
1701112611.4283323,27499,0.20000000298023224
1701112616.0477822,27599,0.20000000298023224
1701112620.5900862,27699,0.30000001192092896
1701112635.905692,27799,0.30000001192092896
1701112640.0511413,27899,0.10000000149011612
1701112644.3626635,27999,0.20000000298023224
1701112648.8450685,28099,0.30000001192092896
1701112653.4360313,28199,0.20000000298023224
1701112658.0046332,28299,0.10000000149011612
1701112662.5105853,28399,0.20000000298023224
1701112666.967121,28499,0.4000000059604645
1701112671.4080813,28599,0.10000000149011612
1701112675.9531069,28699,0.30000001192092896
1701112680.4552786,28799,0.20000000298023224
1701112684.9932613,28899,0.10000000149011612
1701112689.5560505,28999,0.10000000149011612
1701112694.0878403,29099,0.20000000298023224
1701112698.5588522,29199,0.0
1701112714.0003397,29299,0.20000000298023224
1701112718.22504,29399,0.20000000298023224
1701112722.6096454,29499,0.10000000149011612
1701112727.0529637,29599,0.30000001192092896
1701112731.6426637,29699,0.4000000059604645
1701112735.9403555,29799,0.30000001192092896
1701112740.3446784,29899,0.5
1701112744.8825877,29999,0.10000000149011612
1701112749.3397217,30099,0.30000001192092896
1701112753.9360096,30199,0.30000001192092896
1701112758.4081316,30299,0.5
1701112762.950038,30399,0.30000001192092896
1701112767.506742,30499,0.10000000149011612
1701112772.134621,30599,0.10000000149011612
1701112776.6482098,30699,0.4000000059604645
1701112781.0084643,30799,0.20000000298023224
